41.822,-87.700,110,30,27.273
41.947,-87.718,595,162,27.227
41.976,-87.716,158,43,27.215
41.840,-87.660,273,74,27.106
41.870,-87.670,915,248,27.104
42.060,-87.700,185,50,27.027
41.881,-87.635,216,58,26.852
41.779,-87.732,109,29,26.606
41.987,-87.719,109,29,26.606
41.889,-87.639,8833,2344,26.537
41.897,-87.636,3993,1058,26.496
41.950,-87.740,155,41,26.452
41.886,-87.635,3441,910,26.446
41.790,-87.610,175,46,26.286
41.810,-87.670,80,21,26.250
41.907,-87.643,317,83,26.183
41.920,-87.670,2072,542,26.158
42.030,-87.670,65,17,26.154
41.900,-87.634,4262,1113,26.115
41.700,-87.610,100,26,26.000
41.957,-87.664,1371,356,25.966
41.889,-87.650,775,201,25.935
41.890,-87.637,2346,608,25.916
41.981,-87.705,85,22,25.882
41.896,-87.654,3034,782,25.775
41.902,-87.630,864,222,25.694
41.953,-87.732,881,226,25.653
41.884,-87.634,3839,979,25.501
41.890,-87.660,2812,712,25.320
41.897,-87.639,151,38,25.166
41.898,-87.638,2412,606,25.124
41.891,-87.635,4279,1073,25.076
41.903,-87.633,1034,259,25.048
41.906,-87.678,84,21,25.000
41.896,-87.682,1425,356,24.982
41.910,-87.620,5947,1482,24.920
42.010,-87.680,253,63,24.901
41.886,-87.667,1744,434,24.885
41.900,-87.643,1244,309,24.839
41.950,-87.688,548,136,24.818
41.903,-87.643,3402,844,24.809
41.895,-87.653,2525,625,24.752
41.885,-87.677,1649,408,24.742
41.880,-87.700,81,20,24.691
41.925,-87.666,2356,580,24.618
41.966,-87.694,752,185,24.601
41.888,-87.655,1681,411,24.450
41.900,-87.689,769,188,24.447
41.880,-87.630,8771,2144,24.444
41.940,-87.646,86,21,24.419
41.842,-87.685,82,20,24.390
41.894,-87.618,78,19,24.359
41.879,-87.651,337,82,24.332
41.872,-87.647,2285,552,24.158
41.884,-87.630,6011,1451,24.139
41.884,-87.659,2996,722,24.099
41.887,-87.648,5204,1252,24.058
41.878,-87.632,2964,713,24.055
41.873,-87.669,1654,397,24.002
42.000,-87.690,121,29,23.967
42.070,-87.680,71,17,23.944
41.922,-87.666,1074,257,23.929
41.886,-87.651,2771,663,23.926
41.890,-87.634,7114,1696,23.840
41.900,-87.660,1356,323,23.820
41.871,-87.674,1297,308,23.747
41.872,-87.670,965,229,23.731
41.903,-87.638,1490,353,23.691
41.850,-87.680,300,71,23.667
41.872,-87.661,2815,666,23.659
41.883,-87.633,2165,512,23.649
41.886,-87.653,753,178,23.639
41.976,-87.680,1803,426,23.627
41.886,-87.631,5682,1337,23.530
41.785,-87.703,85,20,23.529
41.911,-87.682,206,48,23.301
41.878,-87.655,4076,948,23.258
41.874,-87.640,956,222,23.222
41.863,-87.703,112,26,23.214
41.910,-87.700,665,154,23.158
41.928,-87.759,121,28,23.140
41.961,-87.765,117,27,23.077
41.895,-87.634,7529,1736,23.058
41.858,-87.641,1002,231,23.054
41.916,-87.670,217,50,23.041
41.972,-87.703,178,41,23.034
41.895,-87.638,3339,768,23.001
41.893,-87.651,248,57,22.984
41.830,-87.680,74,17,22.973
41.699,-87.669,105,24,22.857
41.896,-87.661,1880,429,22.819
41.920,-87.710,1418,323,22.779
41.886,-87.617,66,15,22.727
42.048,-87.698,326,74,22.699
41.870,-87.690,141,32,22.695
41.903,-87.684,1309,297,22.689
41.881,-87.630,4391,994,22.637
41.903,-87.632,71,16,22.535
41.897,-87.634,2432,547,22.492
41.892,-87.648,4537,1020,22.482
41.793,-87.703,89,20,22.472
41.872,-87.696,89,20,22.472
41.890,-87.650,6148,1381,22.463
41.879,-87.636,2943,661,22.460
41.924,-87.676,922,207,22.451
41.953,-87.762,156,35,22.436
41.903,-87.687,1725,387,22.435
41.937,-87.641,134,30,22.388
41.903,-87.668,367,82,22.343
41.896,-87.649,282,63,22.340
41.980,-87.680,426,95,22.300
41.871,-87.631,1682,374,22.235
41.976,-87.701,549,122,22.222
41.890,-87.672,977,217,22.211
41.899,-87.649,718,159,22.145
41.938,-87.722,131,29,22.137
42.064,-87.699,646,143,22.136
41.883,-87.634,855,189,22.105
42.009,-87.674,1267,280,22.099
41.659,-87.551,68,15,22.059
41.903,-87.634,7550,1665,22.053
41.892,-87.659,2170,478,22.028
41.990,-87.670,1128,248,21.986
41.883,-87.632,587,129,21.976
41.910,-87.640,2209,485,21.956
41.990,-87.680,82,18,21.951
41.961,-87.701,410,90,21.951
41.908,-87.686,766,168,21.932
42.040,-87.690,73,16,21.918
41.850,-87.660,96,21,21.875
41.739,-87.696,96,21,21.875
41.789,-87.601,1380,301,21.812
41.875,-87.673,878,191,21.754
41.910,-87.648,4929,1072,21.749
41.913,-87.681,437,95,21.739
41.880,-87.643,2077,451,21.714
41.839,-87.666,415,90,21.687
41.840,-87.670,97,21,21.649
42.013,-87.674,278,60,21.583
41.882,-87.649,4958,1067,21.521
41.922,-87.707,1398,300,21.459
41.892,-87.677,1613,346,21.451
41.872,-87.651,2143,458,21.372
41.926,-87.766,75,16,21.333
41.854,-87.715,338,72,21.302
41.908,-87.639,1419,302,21.283
41.998,-87.765,141,30,21.277
41.891,-87.636,80,17,21.250
41.896,-87.672,1615,343,21.238
41.936,-87.678,1583,336,21.226
41.862,-87.651,1072,227,21.175
41.910,-87.697,1403,297,21.169
41.827,-87.683,137,29,21.168
41.950,-87.706,274,58,21.168
41.887,-87.745,52,11,21.154
41.870,-87.654,260,55,21.154
41.954,-87.693,52,11,21.154
41.838,-87.640,161,34,21.118
42.026,-87.684,460,97,21.087
41.925,-87.728,337,71,21.068
41.900,-87.682,247,52,21.053
41.760,-87.590,57,12,21.053
41.914,-87.756,95,20,21.053
41.903,-87.709,747,157,21.017
41.794,-87.601,3903,820,21.009
42.010,-87.670,462,97,20.996
41.878,-87.650,3897,817,20.965
41.905,-87.641,1323,277,20.937
41.830,-87.620,292,61,20.890
41.873,-87.634,3581,748,20.888
41.901,-87.663,1908,398,20.860
41.899,-87.630,6785,1414,20.840
41.880,-87.660,2400,500,20.833
41.923,-87.688,149,31,20.805
41.904,-87.670,1135,236,20.793
41.950,-87.767,77,16,20.779
41.887,-87.653,289,60,20.761
41.975,-87.693,588,122,20.748
41.897,-87.629,9398,1947,20.717
41.829,-87.681,517,107,20.696
41.889,-87.644,5940,1229,20.690
41.903,-87.674,3090,639,20.680
41.875,-87.633,2816,581,20.632
41.946,-87.731,291,60,20.619
41.879,-87.630,3155,650,20.602
41.910,-87.644,1775,365,20.563
41.940,-87.710,608,125,20.559
41.918,-87.653,1270,261,20.551
41.914,-87.653,1962,403,20.540
41.886,-87.648,2756,566,20.537
41.817,-87.619,327,67,20.489
41.907,-87.667,2426,497,20.486
41.895,-87.632,3633,744,20.479
42.012,-87.683,299,61,20.401
41.912,-87.677,922,188,20.390
41.980,-87.678,584,119,20.377
41.885,-87.637,373,76,20.375
41.910,-87.724,221,45,20.362
42.030,-87.680,285,58,20.351
41.884,-87.654,3463,704,20.329
41.920,-87.642,748,152,20.321
41.911,-87.639,3834,779,20.318
41.980,-87.810,64,13,20.313
41.881,-87.696,128,26,20.313
41.865,-87.647,2690,546,20.297
41.929,-87.669,1651,335,20.291
41.703,-87.536,69,14,20.290
41.922,-87.639,3614,732,20.255
41.920,-87.660,2790,565,20.251
41.878,-87.644,3305,669,20.242
41.870,-87.650,1339,271,20.239
41.900,-87.630,9476,1917,20.230
41.921,-87.673,743,150,20.188
41.970,-87.680,982,198,20.163
41.858,-87.646,1498,301,20.093
41.930,-87.680,1498,301,20.093
41.939,-87.693,707,142,20.085
41.900,-87.668,1454,292,20.083
41.934,-87.691,488,98,20.082
41.870,-87.639,1788,359,20.078
41.911,-87.649,3457,694,20.075
41.799,-87.601,1531,307,20.052
41.870,-87.640,1182,237,20.051
41.870,-87.680,429,86,20.047
42.050,-87.690,444,89,20.045
41.932,-87.653,4803,962,20.029
41.892,-87.617,65,13,20.000
41.800,-87.610,65,13,20.000
42.040,-87.670,125,25,20.000
41.883,-87.661,1829,365,19.956
41.903,-87.631,7859,1568,19.952
41.858,-87.656,1920,383,19.948
41.823,-87.690,276,55,19.928
41.939,-87.712,1581,315,19.924
41.913,-87.664,949,189,19.916
41.790,-87.590,1332,265,19.895
41.800,-87.725,372,74,19.892
41.835,-87.632,689,137,19.884
41.800,-87.590,1943,386,19.866
41.883,-87.651,2386,474,19.866
41.941,-87.701,343,68,19.825
42.000,-87.710,91,18,19.780
41.869,-87.655,1866,369,19.775
41.880,-87.650,5692,1125,19.765
41.875,-87.657,1189,235,19.765
41.785,-87.601,4038,797,19.737
41.910,-87.650,3533,697,19.728
41.915,-87.643,1303,257,19.724
